publication_id	publication_title	issue_number	issue_type	issue_year	issue_month	issue_day	printing_house_name
1	Aylık Ant Dergisi	1	regular issue	1970	5		İleri Sanat Matbaası
1	Aylık Ant Dergisi	2	regular issue	1970	6		İleri Sanat Matbaası
1	Aylık Ant Dergisi	3	regular issue	1970	7		
1	Aylık Ant Dergisi	4	regular issue	1970	8		
1	Aylık Ant Dergisi	5	regular issue	1970	9		Osmanbey Matbaası
1	Aylık Ant Dergisi	6	regular issue	1970	10		Osmanbey Matbaası
1	Aylık Ant Dergisi	7	regular issue	1970	11		Osmanbey Matbaası
1	Aylık Ant Dergisi	8	regular issue	1970	12		Osmanbey Matbaası
1	Aylık Ant Dergisi	9	regular issue	1971	1		Osmanbey Matbaası
1	Aylık Ant Dergisi	10	regular issue	1971	2		Osmanbey Matbaası
1	Aylık Ant Dergisi	11	regular issue	1971	3		Osmanbey Matbaası
1	Aylık Ant Dergisi	12	regular issue	1971	4		Osmanbey Matbaası
1	Aylık Ant Dergisi	13	regular issue	1971	5		Osmanbey Matbaası
2	Aydınlık Sosyalist Dergi	1	regular issue	1968	11		
2	Aydınlık Sosyalist Dergi	2	regular issue	1968	12		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	3	regular issue	1969	1		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	4	regular issue	1969	2		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	5	regular issue	1969	3		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	6	regular issue	1969	4		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	7	regular issue	1969	5		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	8	regular issue	1969	6		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	9	regular issue	1969	7		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	10	regular issue	1969	8		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	11	regular issue	1969	9		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	12	regular issue	1969	10		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	13	regular issue	1969	11		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	14	regular issue	1969	12		İş Matbaacılık ve Ticaret
2	Aydınlık Sosyalist Dergi	15	regular issue	1970	1		TÖYKO Matbaası
2	Aydınlık Sosyalist Dergi	16	regular issue	1970	2		TÖYKO Matbaası
2	Aydınlık Sosyalist Dergi	17	regular issue	1970	3		San Matbaası
2	Aydınlık Sosyalist Dergi	18	regular issue	1970	4		San Matbaası
2	Aydınlık Sosyalist Dergi	19	regular issue	1970	5		San Matbaası
2	Aydınlık Sosyalist Dergi	20	regular issue	1970	6		San Matbaası
2	Aydınlık Sosyalist Dergi	21	regular issue	1970	7		San Matbaası
2	Aydınlık Sosyalist Dergi	22	regular issue	1970	8		
2	Aydınlık Sosyalist Dergi	23	regular issue	1970	9		
2	Aydınlık Sosyalist Dergi	24	regular issue	1970	10		
2	Aydınlık Sosyalist Dergi	25	regular issue	1970	11		
2	Aydınlık Sosyalist Dergi	26	regular issue	1970	12		
2	Aydınlık Sosyalist Dergi	27	regular issue	1971	1		
2	Aydınlık Sosyalist Dergi	28	regular issue	1971	2		Baylan Basım ve Ciltevi
2	Aydınlık Sosyalist Dergi	29-30	regular issue	1971	3-4		Baylan Basım ve Ciltevi
3	Proleter Devrimci Aydınlık	1-15	regular issue	1970	1		İş Matbaacılık ve Ticaret
3	Proleter Devrimci Aydınlık	2-16	regular issue	1970	2		İş Matbaacılık ve Ticaret
3	Proleter Devrimci Aydınlık	3-17	regular issue	1970	3		İş Matbaacılık ve Ticaret
3	Proleter Devrimci Aydınlık	4-18	regular issue	1970	4		İş Matbaacılık ve Ticaret
3	Proleter Devrimci Aydınlık	5-19	regular issue	1970	5		İş Matbaacılık ve Ticaret
3	Proleter Devrimci Aydınlık	6-20	regular issue	1970	6		İş Matbaacılık ve Ticaret
3	Proleter Devrimci Aydınlık	7-21	regular issue	1970	7		İş Matbaacılık ve Ticaret
3	Proleter Devrimci Aydınlık	8-22	regular issue	1970	8		İş Matbaacılık ve Ticaret
3	Proleter Devrimci Aydınlık	9-23	regular issue	1970	9		İş Matbaacılık ve Ticaret
3	Proleter Devrimci Aydınlık	10-24	regular issue	1970	10		TİSA Matbaacılık Sanayii
3	Proleter Devrimci Aydınlık	11-25	regular issue	1970	11		TİSA Matbaacılık Sanayii
3	Proleter Devrimci Aydınlık	12-26	regular issue	1970	12		TİSA Matbaacılık Sanayii
3	Proleter Devrimci Aydınlık	13-27	regular issue	1971	1		
3	Proleter Devrimci Aydınlık	14-28	regular issue	1971	2		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	15-29	regular issue	1971	2		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	16-30	regular issue	1971	2		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	17-31	regular issue	1971	2		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	18-32	regular issue	1971	3		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	19-33	regular issue	1971	3		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	20-34	regular issue	1971	3		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	21-35	regular issue	1971	3		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	22-36	regular issue	1971	3		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	23-37	regular issue	1971	4		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	24-38	regular issue	1971	4		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	25-39	regular issue	1971	4		Ulusal Basımevi
3	Proleter Devrimci Aydınlık	26-40	regular issue	1971	4		Ulusal Basımevi
4	Haftalık Ant Dergisi	1	regular issue	1967	1	3	Tan Matbaası
4	Haftalık Ant Dergisi	2	regular issue	1967	1	10	Tan Matbaası
4	Haftalık Ant Dergisi	3	regular issue	1967	1	17	Tan Matbaası
4	Haftalık Ant Dergisi	4	regular issue	1967	1	24	Tan Matbaası
4	Haftalık Ant Dergisi	5	regular issue	1967	1	31	Tan Matbaası
4	Haftalık Ant Dergisi	6	regular issue	1967	2	7	Tan Matbaası
4	Haftalık Ant Dergisi	7	regular issue	1967	2	14	Tan Matbaası
4	Haftalık Ant Dergisi	8	regular issue	1967	2	21	Tan Matbaası
4	Haftalık Ant Dergisi	9	regular issue	1967	2	28	Tan Matbaası
4	Haftalık Ant Dergisi	10	regular issue	1967	3	7	Tan Matbaası
4	Haftalık Ant Dergisi	11	regular issue	1967	3	14	Tan Matbaası
4	Haftalık Ant Dergisi	12	regular issue	1967	3	21	Tan Matbaası
4	Haftalık Ant Dergisi	13	regular issue	1967	3	28	Tan Matbaası
4	Haftalık Ant Dergisi	14	regular issue	1967	4	4	Tan Matbaası
4	Haftalık Ant Dergisi	15	regular issue	1967	4	11	Tan Matbaası
4	Haftalık Ant Dergisi	16	regular issue	1967	4	18	Tan Matbaası
4	Haftalık Ant Dergisi	17	regular issue	1967	4	25	Tan Matbaası
4	Haftalık Ant Dergisi	18	regular issue	1967	5	2	Tan Matbaası
4	Haftalık Ant Dergisi	19	regular issue	1967	5	9	Tan Matbaası
4	Haftalık Ant Dergisi	20	regular issue	1967	5	16	Tan Matbaası
4	Haftalık Ant Dergisi	21	regular issue	1967	5	23	Tan Matbaası
4	Haftalık Ant Dergisi	22	regular issue	1967	5	30	Tan Matbaası
4	Haftalık Ant Dergisi	23	regular issue	1967	6	6	Tan Matbaası
4	Haftalık Ant Dergisi	24	regular issue	1967	6	13	Tan Matbaası
4	Haftalık Ant Dergisi	25	regular issue	1967	6	20	Tan Matbaası
4	Haftalık Ant Dergisi	26	regular issue	1967	6	27	Tan Matbaası
4	Haftalık Ant Dergisi	27	regular issue	1967	7	4	Tan Matbaası
4	Haftalık Ant Dergisi	28	regular issue	1967	7	11	Tan Matbaası
4	Haftalık Ant Dergisi	29	regular issue	1967	7	18	Tan Matbaası
4	Haftalık Ant Dergisi	30	regular issue	1967	7	25	Tan Matbaası
4	Haftalık Ant Dergisi	31	regular issue	1967	8	1	Tan Matbaası
4	Haftalık Ant Dergisi	32	regular issue	1967	8	8	Tan Matbaası
4	Haftalık Ant Dergisi	33	regular issue	1967	8	15	Tan Matbaası
4	Haftalık Ant Dergisi	34	regular issue	1967	8	22	Tan Matbaası
4	Haftalık Ant Dergisi	35	regular issue	1967	8	29	Tan Matbaası
4	Haftalık Ant Dergisi	36	regular issue	1967	9	5	Tan Matbaası
4	Haftalık Ant Dergisi	37	regular issue	1967	9	12	Tan Matbaası
4	Haftalık Ant Dergisi	38	regular issue	1967	9	19	Tan Matbaası
4	Haftalık Ant Dergisi	39	regular issue	1967	9	26	Tan Matbaası
4	Haftalık Ant Dergisi	40	regular issue	1967	10	3	Tan Matbaası
4	Haftalık Ant Dergisi	41	regular issue	1967	10	10	Tan Matbaası
4	Haftalık Ant Dergisi	42	regular issue	1967	10	17	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	43	regular issue	1967	10	24	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	44	regular issue	1967	10	31	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	45	regular issue	1967	11	7	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	46	regular issue	1967	11	14	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	47	regular issue	1967	11	21	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	48	regular issue	1967	11	28	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	49	regular issue	1967	12	5	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	50	regular issue	1967	12	12	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	51	regular issue	1967	12	19	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	52	regular issue	1967	12	26	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	53	regular issue	1968	1	2	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	54	regular issue	1968	1	9	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	55	regular issue	1968	1	16	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	56	regular issue	1968	1	23	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	57	regular issue	1968	1	30	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	58	regular issue	1968	2	6	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	59	regular issue	1968	2	13	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	60	regular issue	1968	2	20	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	61	regular issue	1968	2	27	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	62	regular issue	1968	3	5	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	63	regular issue	1968	3	12	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	64	regular issue	1968	3	19	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	65	regular issue	1968	3	26	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	66	regular issue	1968	4	2	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	67	regular issue	1968	4	9	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	68	regular issue	1968	4	16	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	69	regular issue	1968	4	23	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	70	regular issue	1968	4	30	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	71	regular issue	1968	5	7	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	72	regular issue	1968	5	14	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	73	regular issue	1968	5	21	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	74	regular issue	1968	5	28	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	75	regular issue	1968	6	4	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	76	regular issue	1968	6	11	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	77	regular issue	1968	6	18	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	78	regular issue	1968	6	25	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	79	regular issue	1968	7	2	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	80	regular issue	1968	7	9	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	81	regular issue	1968	7	16	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	82	regular issue	1968	7	23	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	83	regular issue	1968	7	30	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	84	regular issue	1968	8	6	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	85	regular issue	1968	8	13	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	86	regular issue	1968	8	20	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	87	regular issue	1968	8	27	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	88	regular issue	1968	9	3	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	89	regular issue	1968	9	10	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	90	regular issue	1968	9	17	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	91	regular issue	1968	9	24	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	92	regular issue	1968	10	1	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	93	regular issue	1968	10	8	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	94	regular issue	1968	10	15	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	95	regular issue	1968	10	22	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	96	regular issue	1968	10	29	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	97	regular issue	1968	11	5	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	98	regular issue	1968	11	12	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	99	regular issue	1968	11	19	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	100	regular issue	1968	11	26	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	101	regular issue	1968	12	3	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	102	regular issue	1968	12	10	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	103	regular issue	1968	12	17	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	104	regular issue	1968	12	24	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	105	regular issue	1968	12	31	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	106	regular issue	1969	1	7	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	107	regular issue	1969	1	14	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	108	regular issue	1969	1	21	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	109	regular issue	1969	1	28	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	110	regular issue	1969	2	4	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	111	regular issue	1969	2	11	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	112	regular issue	1969	2	18	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	113	regular issue	1969	2	25	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	114	regular issue	1969	3	4	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	115	regular issue	1969	3	11	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	116	regular issue	1969	3	18	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	117	regular issue	1969	3	25	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	118	regular issue	1969	4	1	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	119	regular issue	1969	4	8	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	120	regular issue	1969	4	15	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	121	regular issue	1969	4	22	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	122	regular issue	1969	4	29	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	123	regular issue	1969	5	6	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	124	regular issue	1969	5	13	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	125	regular issue	1969	5	20	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	126	regular issue	1969	5	27	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	127	regular issue	1969	6	3	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	128	regular issue	1969	6	10	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	129	regular issue	1969	6	17	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	130	regular issue	1969	6	24	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	131	regular issue	1969	7	1	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	132	regular issue	1969	7	8	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	133	regular issue	1969	7	15	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	134	regular issue	1969	7	22	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	135	regular issue	1969	7	29	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	136	regular issue	1969	8	5	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	137	regular issue	1969	8	12	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	138	regular issue	1969	8	19	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	139	regular issue	1969	8	26	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	140	regular issue	1969	9	2	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	141	regular issue	1969	9	9	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	142	regular issue	1969	9	16	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	143	regular issue	1969	9	23	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	144	regular issue	1969	9	30	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	145	regular issue	1969	10	7	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	146	regular issue	1969	10	14	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	147	regular issue	1969	10	21	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	148	regular issue	1969	10	28	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	149	regular issue	1969	11	4	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	150	regular issue	1969	11	11	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	151	regular issue	1969	11	18	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	152	regular issue	1969	11	25	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	153	regular issue	1969	12	2	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	154	regular issue	1969	12	9	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	155	regular issue	1969	12	16	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	156	regular issue	1969	12	23	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	157	regular issue	1969	12	30	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	158	regular issue	1970	1	6	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	159	regular issue	1970	1	13	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	160	regular issue	1970	1	20	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	161	regular issue	1970	2	27	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	162	regular issue	1970	2	3	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	163	regular issue	1970	2	10	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	164	regular issue	1970	2	17	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	165	regular issue	1970	2	24	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	166	regular issue	1970	3	3	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	167	regular issue	1970	3	10	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	168	regular issue	1970	3	17	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	169	regular issue	1970	3	24	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	170	regular issue	1970	3	31	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	171	regular issue	1970	4	7	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	172	regular issue	1970	4	14	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	173	regular issue	1970	4	21	Vatan Gazetecilik ve Matbaacılık İşletmeciliği
4	Haftalık Ant Dergisi	0	special issue	1967	1	3	Tan Matbaası
5	Türk Solu	1	regular issue	1967	11	17	Güzel İstanbul Matbaası
5	Türk Solu	2	regular issue	1967	11	24	Güzel İstanbul Matbaası
5	Türk Solu	3	regular issue	1967	12	1	Güzel İstanbul Matbaası
5	Türk Solu	4	regular issue	1967	12	8	Güzel İstanbul Matbaası
5	Türk Solu	5	regular issue	1967	12	15	Güzel İstanbul Matbaası
5	Türk Solu	6	regular issue	1967	12	22	Güzel İstanbul Matbaası
5	Türk Solu	7	regular issue	1967	12	29	Güzel İstanbul Matbaası
5	Türk Solu	8	regular issue	1968	1	9	Son Telgraf Matbaası
5	Türk Solu	9	regular issue	1968	1	16	Son Telgraf Matbaası
5	Türk Solu	10	regular issue	1968	1	23	Son Telgraf Matbaası
5	Türk Solu	11	regular issue	1968	1	30	Son Telgraf Matbaası
5	Türk Solu	12	regular issue	1968	2	6	Son Telgraf Matbaası
5	Türk Solu	13	regular issue	1968	2	13	Son Telgraf Matbaası
5	Türk Solu	14	regular issue	1968	2	20	Son Telgraf Matbaası
5	Türk Solu	15	regular issue	1968	2	27	Son Telgraf Matbaası
5	Türk Solu	16	regular issue	1968	3	5	Son Telgraf Matbaası
5	Türk Solu	17	regular issue	1968	3	10	Son Telgraf Matbaası
5	Türk Solu	18	regular issue	1968	3	19	Son Telgraf Matbaası
5	Türk Solu	19	regular issue	1968	3	26	Son Telgraf Matbaası
5	Türk Solu	20	regular issue	1968	4	2	Son Telgraf Matbaası
5	Türk Solu	21	regular issue	1968	4	9	Son Telgraf Matbaası
5	Türk Solu	22	regular issue	1968	4	16	Son Telgraf Matbaası
5	Türk Solu	23	regular issue	1968	4	23	Son Telgraf Matbaası
5	Türk Solu	24	regular issue	1968	4	29	Son Telgraf Matbaası
5	Türk Solu	25	regular issue	1968	5	7	Son Telgraf Matbaası
5	Türk Solu	26	regular issue	1968	5	14	Son Telgraf Matbaası
5	Türk Solu	27	regular issue	1968	5	21	Son Telgraf Matbaası
5	Türk Solu	28	regular issue	1968	5	28	Son Telgraf Matbaası
5	Türk Solu	29	regular issue	1968	6	4	Son Telgraf Matbaası
5	Türk Solu	30	regular issue	1968	6	11	Son Telgraf Matbaası
5	Türk Solu	31	regular issue	1968	6	18	Son Telgraf Matbaası
5	Türk Solu	32	regular issue	1968	6	25	Son Telgraf Matbaası
5	Türk Solu	33	regular issue	1968	7	2	Son Telgraf Matbaası
5	Türk Solu	34	regular issue	1968	7	9	Son Telgraf Matbaası
5	Türk Solu	35	regular issue	1968	7	16	Son Telgraf Matbaası
5	Türk Solu	36	regular issue	1968	7	23	Son Telgraf Matbaası
5	Türk Solu	37	regular issue	1968	7	30	Son Telgraf Matbaası
5	Türk Solu	38	regular issue	1968	8	6	Son Telgraf Matbaası
5	Türk Solu	39	regular issue	1968	8	13	Son Telgraf Matbaası
5	Türk Solu	40	regular issue	1968	8	20	Son Telgraf Matbaası
5	Türk Solu	41	regular issue	1968	8	27	Son Telgraf Matbaası
5	Türk Solu	42	regular issue	1968	9	3	Son Telgraf Matbaası
5	Türk Solu	43	regular issue	1968	9	10	Son Telgraf Matbaası
5	Türk Solu	44	regular issue	1968	9	17	Son Telgraf Matbaası
5	Türk Solu	45	regular issue	1968	9	24	Son Telgraf Matbaası
